Organisaatio,Y-tunnus,Myöntämisvuosi,Avustus €,Laina €,EAKR-rahoitus €,Tutkimusrahoitus €,Yhteensä €
Metso Outotec Finland Oy,1094259-5,2021,815 000,0,0,0,815 000
Metso Outotec Finland Oy,1094259-5,2022,732 000,0,0,0,732 000
Metso Oyj,1538032-5,2010,368 415,0,0,0,368 415
Metso Oyj,1538032-5,2011,303 944,0,0,0,303 944
Metso Oyj,1538032-5,2012,300 579,0,0,0,300 579
Metso Oyj,1538032-5,2013,101 528,0,0,0,101 528
Metso Paper Oy,1539180-9,2010,1 467 982,441 000,0,0,1 908 982
Metso Paper Oy,1539180-9,2011,821 148,0,0,0,821 148
Metso Paper Oy,1539180-9,2012,1 068 725,0,0,0,1 068 725
Metso Power Oy,1813178-9,2010,2 274 899,0,0,0,2 274 899
Metso Power Oy,1813178-9,2011,927 922,0,0,0,927 922
Metso Power Oy,1813178-9,2012,1 016 153,0,0,0,1 016 153
Metsola Lifestyle Oy,2245002-9,2020,78 336,0,0,0,78 336
Metsä / Skogen Eko Lifestyle Oy,2955487-5,2019,6 200,0,0,0,6 200
Metsä / Skogen Eko Lifestyle Oy,2955487-5,2020,102 000,0,0,0,102 000
Metsä Board Oyj,0635366-7,2010,211 373,111 000,0,0,322 373
Metsä Board Oyj,0635366-7,2011,310 080,0,0,0,310 080
Metsä Board Oyj,0635366-7,2012,741 367,0,0,0,741 367
Metsä Board Oyj,0635366-7,2013,104 060,0,0,0,104 060
Metsä Board Oyj,0635366-7,2014,100 000,631 250,0,0,731 250
Metsä Board Oyj,0635366-7,2015,50 000,0,0,0,50 000
Metsä Board Oyj,0635366-7,2017,390 136,0,0,0,390 136
Metsä Board Oyj,0635366-7,2018,238 200,0,0,0,238 200
Metsä Board Oyj,0635366-7,2019,1 759 200,0,0,0,1 759 200
Metsä Board Oyj,0635366-7,2020,1 304 700,0,0,0,1 304 700
Metsä Board Oyj,0635366-7,2021,256 216,0,0,0,256 216
Metsä Board Oyj,0635366-7,2022,89 625,0,0,0,89 625
Metsä Board Oyj,0635366-7,2023,0,0,0,0,0
Metsä Board Oyj,0635366-7,2025,955 400,0,0,0,955 400
Metsä Fibre Oy,0791416-3,2010,213 993,72 000,0,0,285 993
Metsä Fibre Oy,0791416-3,2011,799 710,0,0,0,799 710
Metsä Fibre Oy,0791416-3,2012,380 970,4 800 000,0,0,5 180 970
Metsä Fibre Oy,0791416-3,2013,325 060,0,0,0,325 060
Metsä Fibre Oy,0791416-3,2014,1 142 115,0,0,0,1 142 115
Metsä Fibre Oy,0791416-3,2015,289 200,0,0,0,289 200
Metsä Fibre Oy,0791416-3,2016,200 000,0,0,0,200 000
Metsä Fibre Oy,0791416-3,2019,83 940,0,0,0,83 940
Metsä Fibre Oy,0791416-3,2020,1 921 800,0,0,0,1 921 800
Metsä Fibre Oy,0791416-3,2022,200 000,0,0,0,200 000
Metsä Fibre Oy,0791416-3,2023,0,0,0,0,0
Metsä Fibre Oy,0791416-3,2024,0,13 531 000,0,0,13 531 000
Metsä Fibre Oy,0791416-3,2025,29 680,0,0,0,29 680
Metsä Health Oy,3406579-3,2024,4 500,0,0,0,4 500
Metsä ja Energia Hemmilä Oy,2180430-7,2020,10 000,0,0,0,10 000
Metsä ja Energia Hemmilä Oy,2180430-7,2022,5 587,0,0,0,5 587
Metsä Spring Oy,2914541-4,2018,0,11 200 000,0,0,11 200 000
Metsä Spring Oy,2914541-4,2020,5 015 000,0,0,0,5 015 000
Metsä Spring Oy,2914541-4,2022,0,0,0,0,0
Metsä Spring Oy,2914541-4,2023,0,0,0,0,0
Metsä Tissue Oyj,1867831-1,2018,422 000,0,0,0,422 000
Metsä Tissue Oyj,1867831-1,2019,88 326,0,0,0,88 326
Metsä Tissue Oyj,1867831-1,2025,19 050 000,0,0,0,19 050 000
Metsä-Kiesit Oy,1109922-9,2017,6 200,0,0,0,6 200
Metsä-Tuominen Oy,0772077-2,2020,88 400,0,0,0,88 400
Metsäavain Oy,2908433-2,2023,40 000,0,0,0,40 000
Metsäavain Oy,2908433-2,2024,39 988,0,0,0,39 988
Metsähallitus,0116726-7,2010,283 754,0,0,0,283 754
Metsähallitus,0116726-7,2012,166 213,0,0,0,166 213
Metsähallitus,0116726-7,2013,40 000,0,0,0,40 000
Metsähallitus,0116726-7,2014,11 625,0,0,0,11 625
Metsähallitus,0116726-7,2015,-4 482,0,0,0,-4 482
Metsäkone Hokkanen Oy,0897573-4,2020,10 000,0,0,0,10 000
Metsäkone Martti Sjöholm Oy,0581289-2,2020,10 000,0,0,0,10 000
Metsäkoto Oy,2175818-7,2020,9 175,0,0,0,9 175
Metsäkuljetus Kajuutti Oy,0969515-2,2020,52 800,0,0,0,52 800
Metsäkuljetus Kranni Oy,0650621-3,2020,10 000,0,0,0,10 000
Metsäkuljetus Vesterinen Oy,0468771-9,2020,10 000,0,0,0,10 000
Metsäkustannus Oy,0498749-8,2016,27 982,0,0,0,27 982
Metsäkuutio Oy,2548671-3,2023,6 000,0,0,0,6 000
Metsäkylän Ratsastuskeskus Oy,1700082-4,2020,96 000,0,0,0,96 000
Metsäliitto Osuuskunta,0116300-4,2010,2 311 493,0,0,0,2 311 493
Metsäliitto Osuuskunta,0116300-4,2011,1 284 253,0,0,0,1 284 253
Metsäliitto Osuuskunta,0116300-4,2012,211 470,0,0,0,211 470
Metsäliitto Osuuskunta,0116300-4,2013,225 473,0,0,0,225 473
Metsäliitto Osuuskunta,0116300-4,2014,31 511,0,0,0,31 511
Metsäliitto Osuuskunta,0116300-4,2015,84 851,0,0,0,84 851
Metsäliitto Osuuskunta,0116300-4,2019,204 830,0,0,0,204 830
Metsäliitto Osuuskunta,0116300-4,2020,66 000,0,0,0,66 000
Metsäliitto Osuuskunta,0116300-4,2021,8 283,0,0,0,8 283
Metsäliitto Osuuskunta,0116300-4,2023,17 600,0,0,0,17 600
Metsämood Oy,3228930-4,2024,4 500,0,0,0,4 500
Metsänautti Oy,3119385-3,2022,5 000,0,0,0,5 000
Metsänhoitoyhdistys Pohjois-Karjala ry,1861267-0,2016,100 000,0,0,0,100 000
Metsänhoitoyhdistys Pohjois-Savo ry.,2486607-9,2013,100 000,0,0,0,100 000
Metsänhoitoyhdistys Savotta ry,2495204-9,2013,90 000,0,0,0,90 000
Metsänhoitoyhdistysten Palvelu MHYP Oy,1740948-6,2020,100 000,0,0,0,100 000
Metsänterä Ky,2736241-5,2020,10 000,0,0,0,10 000
METSÄNTUTKIMUSLAITOS,0124577-1,2014,0,0,0,108 400,108 400
Metsäntutkimuslaitos,0124577-1,2010,0,0,162 000,458 853,620 853
Metsäntutkimuslaitos,0124577-1,2011,0,0,139 000,477 086,616 086
Metsäntutkimuslaitos,0124577-1,2012,0,0,0,498 071,498 071
Metsäntutkimuslaitos,0124577-1,2013,0,0,421 900,437 195,859 095
Metsäpalvelu Arvometsä Oy,2567448-2,2020,4 960,0,0,0,4 960
Metsäpalvelu Turunen Oy,2150552-6,2020,100 000,0,0,0,100 000
Metsäpohjola Oy,2891364-5,2020,9 952,0,0,0,9 952
Metsärahti Kivimäki Oy,2029369-9,2020,10 000,0,0,0,10 000
Metsäsairila Oy,2011619-0,2014,100 000,0,0,0,100 000
Metsäsairila Oy,2011619-0,2015,80 000,0,0,0,80 000
Metsäsairila Oy,2011619-0,2018,39 400,0,0,0,39 400
Metsäsen Konetyö Oy,1044383-3,2020,9 984,0,0,0,9 984
Metsästys ja Karting Paratiisi Oy,2423215-6,2020,95 440,0,0,0,95 440
Metsäsydän oy,2961309-7,2019,6 200,0,0,0,6 200
Metsäteho Oy,1041397-6,2014,74 952,0,0,0,74 952
Metsäteho Oy,1041397-6,2015,266 293,0,0,0,266 293
Metsäteho Oy,1041397-6,2023,19 950,0,0,0,19 950
Metsätoimisto Kiramo Oy,2660126-9,2017,6 200,0,0,0,6 200
Metsätrans-Lehti Oy,0555848-4,2018,6 200,0,0,0,6 200
Metsätyö Lehtonen Oy,1477393-6,2023,6 000,0,0,0,6 000
MeVEA Oy,1979632-8,2010,55 355,0,0,0,55 355
MeVEA Oy,1979632-8,2011,5 883,0,0,0,5 883
MeVEA Oy,1979632-8,2012,5 855,0,0,0,5 855
Mevea Oy,1979632-8,2013,48 634,0,0,0,48 634
Mevea Oy,1979632-8,2014,24 692,0,0,0,24 692
Mevea Oy,1979632-8,2015,12 346,698 000,0,0,710 346
Mevea Oy,1979632-8,2016,98 000,0,0,0,98 000
Mevea Oy,1979632-8,2018,180 100,0,0,0,180 100
Mevea Oy,1979632-8,2019,654 400,0,0,0,654 400
Mevea Oy,1979632-8,2020,100 000,0,0,0,100 000
Mevea Oy,1979632-8,2021,107 900,0,0,0,107 900
Mevea Oy,1979632-8,2024,94 360,440 000,0,0,534 360
MeVen Oy,2873303-8,2020,8 000,0,0,0,8 000
Mevent Oy,2837370-6,2020,57 760,0,0,0,57 760
Mever Oy,0570800-8,2020,100 000,0,0,0,100 000
Mever Oy,0570800-8,2021,4 960,0,0,0,4 960
Mever Oy,0570800-8,2024,30 000,0,0,0,30 000
MEX Finland ry,3009949-4,2019,750 000,0,0,0,750 000
Mexal Oy,1003106-2,2010,0,61 180,0,0,61 180
Mexcellent Oy,3165099-7,2022,5 000,0,0,0,5 000
Meximax Oy,2071773-8,2020,10 000,0,0,0,10 000
MexLink Oy,3098646-4,2020,10 000,0,0,0,10 000
MexLink Oy,3098646-4,2023,6 000,0,0,0,6 000
MexLink Oy,3098646-4,2024,59 600,0,0,0,59 600
Meyer Turku Oy,0772017-4,2014,222 478,0,0,0,222 478
Meyer Turku Oy,0772017-4,2015,69 875,0,0,0,69 875
Meyer Turku Oy,0772017-4,2016,185 125,0,0,0,185 125
Meyer Turku Oy,0772017-4,2017,364 900,0,0,0,364 900
Meyer Turku Oy,0772017-4,2018,273 000,0,0,0,273 000
Meyer Turku Oy,0772017-4,2019,10 000 000,0,0,0,10 000 000
Meyer Turku Oy,0772017-4,2020,10 395 000,0,0,0,10 395 000
Meyer Turku Oy,0772017-4,2021,23 745 900,0,0,0,23 745 900
Meyer Turku Oy,0772017-4,2022,20 000 000,0,0,0,20 000 000
Meyer Turku Oy,0772017-4,2023,15 000 000,0,0,0,15 000 000
Meyer Turku Oy,0772017-4,2024,6 480,0,0,0,6 480
Meän Taksi Oy,2920323-1,2020,10 000,0,0,0,10 000
MF-radiologia ja kirurgia Oy,2419357-2,2020,10 000,0,0,0,10 000
Mfabrik Production Oy,1708055-3,2010,51 413,0,0,0,51 413
Mfabrik Production Oy,1708055-3,2011,15 000,0,0,0,15 000
Mfabrik Production Oy,1708055-3,2013,36 000,0,0,0,36 000
Mfabrik Production Oy,1708055-3,2014,57 300,0,0,0,57 300
MFG Components Oy,0926170-9,2016,95 820,0,0,0,95 820
MFGA-Ravintolat Oy,2992915-5,2020,10 000,0,0,0,10 000
Mfibrils Oy,2486233-4,2013,82 400,0,0,0,82 400
mfore Osuuskunta,2522580-4,2016,12 500,0,0,0,12 500
MG Desserts Oy,1997759-1,2020,70 240,0,0,0,70 240
MG Desserts Oy,1997759-1,2021,50 000,0,0,0,50 000
MG Properties Oy,2063574-0,2020,100 000,0,0,0,100 000
MGM-Devices Oy(1971754-6),1971754-6,2010,24 300,0,0,0,24 300
MGMT Consulting Oy,2285979-9,2020,10 000,0,0,0,10 000
MH Teko Oy,2801953-9,2020,100 000,0,0,0,100 000
MH Teko Oy,2801953-9,2023,6 000,0,0,0,6 000
MH-Betoni Oy,0177183-5,2022,7 288,0,0,0,7 288
MH-Kate Oy,2102635-7,2020,100 000,0,0,0,100 000
MH-Rakenne Oy,2359243-2,2022,5 000,0,0,0,5 000
MH-Tek Oy,2875781-4,2020,86 400,0,0,0,86 400
MHG Systems Oy,1962609-7,2013,0,0,0,0,0
MHK-Kuljetus Oy,1803545-5,2020,10 000,0,0,0,10 000
MHK-Kuljetus Oy,1803545-5,2021,4 960,0,0,0,4 960
MHM-Ravintolat Oy,2755048-3,2020,100 000,0,0,0,100 000
MHO Consulting oy,2725177-4,2019,6 200,0,0,0,6 200
MHplan OY,2184835-0,2020,99 500,0,0,0,99 500
MHR Nurmi Oy,2775334-4,2020,62 000,0,0,0,62 000
MHS-Asennus Oy,1009611-4,2016,6 200,0,0,0,6 200
MHS-Asennus Oy,1009611-4,2020,99 840,0,0,0,99 840
MI Demo Oy,2943916-4,2019,0,4 800 000,0,0,4 800 000
MI-Kiinteistöt Oy,2551838-3,2017,14 908,0,0,0,14 908
Mia Hawanna Oy,1605061-9,2020,10 000,0,0,0,10 000
Mia Höytö Oy,2448443-3,2016,6 200,0,0,0,6 200
Mia Höytö Oy,2448443-3,2017,50 000,0,0,0,50 000
Mia Nummi Oy,2975891-5,2020,10 000,0,0,0,10 000
Mia-Tuote Oy,0987465-2,2020,10 000,0,0,0,10 000
Miaco Cinema Oy,2540048-1,2020,10 000,0,0,0,10 000
MIAMI Performance Agency Oy,3015233-9,2021,4 960,0,0,0,4 960
MIAMIKELA OY,3309210-8,2023,6 000,0,0,0,6 000
MiArSu-Production Oy,3356089-9,2024,4 500,0,0,0,4 500
Mias Work Oy,2984639-2,2021,4 960,0,0,0,4 960
MIBA Visio Oy,2871747-6,2019,6 200,0,0,0,6 200
Mica Elektro Oy Ltd,0724554-5,2012,154 700,0,0,0,154 700
Micaro Makeiset Oy,3266159-1,2023,6 000,0,0,0,6 000
Michael Monroe Music Oy,2262976-6,2020,61 840,0,0,0,61 840
Michael Monroe Music Oy,2262976-6,2021,4 960,0,0,0,4 960
"Michael's Garage Oy",2210754-6,2020,10 000,0,0,0,10 000
Michella Oy,0931407-3,2020,10 000,0,0,0,10 000
Micro Aided Design Oy,1701361-7,2010,22 500,0,0,0,22 500
Micro Aided Design Oy,1701361-7,2012,4 790,0,0,0,4 790
Micro Aided Design Oy,1701361-7,2013,5 260,0,0,0,5 260
Micro Aided Design Oy,2959032-3,2020,80 000,0,0,0,80 000
Micro Analog Systems Oy,1898194-3,2017,158 000,0,0,0,158 000
Micro Magic Oy,1783913-6,2020,8 500,0,0,0,8 500
MicroAtmos Oy,2588198-3,2016,50 000,0,0,0,50 000
MicroAtmos Oy,2588198-3,2017,148 000,0,0,0,148 000
MicroMedia Oy,0861415-4,2020,53 600,0,0,0,53 600
MicroMedia Oy,0861415-4,2023,6 000,0,0,0,6 000
Micromedia Oy,0861415-4,2013,99 000,0,0,0,99 000
Micropulva Ltd Oy,1045865-6,2015,0,98 000,0,0,98 000
Micropulva Ltd Oy,1045865-6,2020,49 500,0,0,0,49 500
Microsoft Mobile Oy,2583660-5,2014,312 817,0,0,0,312 817
Microsoft Mobile Oy,2583660-5,2015,188 584,0,0,0,188 584
Microstore Mikkeli Ky,2101710-0,2016,26 400,0,0,0,26 400
Microtask Oy,2254178-0,2010,45 900,333 000,0,0,378 900
Microtask Oy,2254178-0,2011,250 000,325 000,0,0,575 000
Microtask Oy,2254178-0,2012,375 000,0,0,0,375 000
Microtask Oy,2254178-0,2013,200 000,0,0,0,200 000
Microteam Oy,0414780-0,2017,109 600,0,0,0,109 600
Midagon Oy,2058234-3,2012,173 600,0,0,0,173 600
Midagon Oy,2058234-3,2019,50 000,0,0,0,50 000
Midagon Oy,2058234-3,2020,100 000,0,0,0,100 000
Midare Oy,0595933-3,2020,100 000,0,0,0,100 000
Midare Oy,0595933-3,2024,0,0,0,0,0
Midas Equities Oy,2394298-1,2020,66 960,0,0,0,66 960
Midas Equities Oy,2394298-1,2021,10 000,0,0,0,10 000
Midav-Astra Oy,1030686-3,2020,12 000,0,0,0,12 000
Midaxo Oy,2374477-4,2011,0,160 000,0,0,160 000
Midaxo Oy,2374477-4,2012,0,199 500,0,0,199 500
Midaxo Oy,2374477-4,2013,0,406 000,0,0,406 000
Midaxo Oy,2374477-4,2014,250 000,0,0,0,250 000
Midaxo Oy,2374477-4,2015,500 000,326 400,0,0,826 400
Midaxo Oy,2374477-4,2017,250 000,532 000,0,0,782 000
Midaxo Oy,2374477-4,2020,100 000,349 350,0,0,449 350
Midifi OY,3088839-7,2020,4 960,0,0,0,4 960
Midnight Academy Oy,2949975-7,2019,6 200,0,0,0,6 200
Midnight Forge Oy,2504471-2,2021,50 000,0,0,0,50 000
Midnight Forge Oy,2504471-2,2023,100 000,0,0,0,100 000
Midnight Forge Oy,2504471-2,2025,59 600,0,0,0,59 600
Midoli Oy,2818561-7,2019,56 200,0,0,0,56 200
Midpointed Oy,0252032-5,2014,0,137 200,0,0,137 200
Midpointed Oy,0252032-5,2017,97 600,0,0,0,97 600
Midpointed Oy,0252032-5,2020,98 800,0,0,0,98 800
Midpointed Oy,0252032-5,2022,49 893,0,0,0,49 893
Midsens Oy,2397820-4,2013,50 000,0,0,0,50 000
Mielakan rinnekeskus Oy,3004164-7,2020,67 000,0,0,0,67 000
Mielen Matka Oy,2629373-7,2020,64 480,0,0,0,64 480
MielenVärit Ky,1974343-7,2018,6 200,0,0,0,6 200
MieliAI Oy,3482801-7,2024,4 500,0,0,0,4 500
Mierle Oy,2684038-2,2017,6 200,0,0,0,6 200
Miestentie 1 Oy,2102843-2,2021,103 040,0,0,0,103 040
Mifuko Oy,2252239-5,2016,5 510,0,0,0,5 510
Mifuko Oy,2252239-5,2017,5 880,0,0,0,5 880
Mifuko Oy,2252239-5,2018,13 330,0,0,0,13 330
Mifuko Oy,2252239-5,2019,73 020,0,0,0,73 020
Mifuko Oy,2252239-5,2020,55 763,0,0,0,55 763
Mifuko Oy,2252239-5,2022,12 078,0,0,0,12 078
Mifuko Oy,2252239-5,2023,32 994,0,0,0,32 994
Mifuko Oy,2252239-5,2024,52 302,0,0,0,52 302
Mifuko Oy,2252239-5,2025,20 000,0,0,0,20 000
MIGHTY & Co. Oy,2833875-9,2022,0,0,0,0,0
Migistra Oy,2858142-5,2020,10 000,0,0,0,10 000
MigraineBan Oy,3155881-6,2021,4 960,0,0,0,4 960
Mihape Oy,2485583-9,2020,4 960,0,0,0,4 960
Miia Huitti Oy,2937317-7,2019,6 200,0,0,0,6 200
Miia Huitti Oy,2937317-7,2020,13 238,0,0,0,13 238
Miidac Oy,2834764-7,2020,10 000,0,0,0,10 000
Miika & Carita Oy,2758975-9,2022,5 000,0,0,0,5 000
Miikki Consults Oy,0825623-8,2020,10 000,0,0,0,10 000
Miiko Design Oy,2618331-9,2020,10 000,0,0,0,10 000
Miili Consulting Oy,2942880-1,2020,10 000,0,0,0,10 000
Miili Oy,3267965-2,2022,5 000,0,0,0,5 000
Miilucast Oy,2570121-7,2020,100 000,0,0,0,100 000
Miilumachine Oy,2527243-2,2020,99 360,0,0,0,99 360
Miilupipe Oy,2126166-4,2020,59 400,0,0,0,59 400
Miilupipe Oy,2126166-4,2021,7 848,0,0,0,7 848
Miilux Oy,0976133-2,2011,51 600,0,0,0,51 600
Miilux Oy,0976133-2,2012,66 000,0,0,0,66 000
Miilux Oy,0976133-2,2013,56 700,0,0,0,56 700
Miilux Oy,0976133-2,2017,17 315,0,0,0,17 315
Miilux Oy,0976133-2,2019,16 870,0,0,0,16 870
Miina Sillanpään Säätiö,0202032-0,2014,80 434,0,0,0,80 434
Miina Sillanpään Säätiö sr,0202032-0,2015,55 467,0,0,0,55 467
Miina-N Oy,3145961-5,2023,6 000,0,0,0,6 000
Miivi Team Oy,2774887-9,2020,10 000,0,0,0,10 000
Miivies Oy,2360648-6,2010,0,600 000,0,0,600 000
Mik-Rip Teräs Oy,0298969-2,2021,7 280,0,0,0,7 280
Mika Eirtovaara Productions Oy,2628346-7,2020,10 000,0,0,0,10 000
Mika Honkanen Oy,1013787-9,2020,90 000,0,0,0,90 000
Mika Ikola,1431267-0,2022,2 745,0,0,0,2 745
Mika ja Suvi Lehtinen Oy,2058710-1,2020,10 000,0,0,0,10 000
Mika K. Niskanen Oy,1547180-9,2012,70 000,0,0,0,70 000
Mika K. Niskanen Oy,1547180-9,2020,100 000,0,0,0,100 000
Mika Kuusela Oy,0566115-8,2023,5 087,0,0,0,5 087
Mika Piltz Golf Oy,1950216-6,2020,10 000,0,0,0,10 000
Mika Puura Oy,2627310-3,2020,92 400,0,0,0,92 400
Mika Ruokola Ky,0581948-8,2021,2 030,0,0,0,2 030
Mikael Pettersson Photography Oy,2659636-7,2020,10 000,0,0,0,10 000
Mikamet Oy,1992560-1,2022,5 000,0,0,0,5 000
Mikan Asentamo Oy,2073534-6,2020,61 600,0,0,0,61 600
Mikar Koneistus Oy,1519398-4,2020,100 000,0,0,0,100 000
Mikarent Oy,2422985-4,2020,100 000,0,0,0,100 000
"Mike's Diner Oy",2768909-8,2020,100 000,0,0,0,100 000
Mikebon Oy,0972914-8,2020,93 120,0,0,0,93 120
Mikem Oy,2901616-1,2020,10 000,0,0,0,10 000
Mikfast Oy,2233494-1,2020,10 000,0,0,0,10 000
Miki Dream Oy,2456718-3,2020,15 840,0,0,0,15 840
Mikkeli Siivotaan Oy,2546564-8,2017,23 375,0,0,0,23 375
Mikkeli Siivotaan Oy,2546564-8,2019,50 000,0,0,0,50 000
Mikkeli Siivotaan Oy,2546564-8,2020,10 000,0,0,0,10 000
Mikkelin Ammattikorkeakoulu Oy,2189312-7,2010,0,0,1 608 699,42 200,1 650 899
Mikkelin Ammattikorkeakoulu Oy,2189312-7,2011,0,0,1 368 743,0,1 368 743
Mikkelin Ammattikorkeakoulu Oy,2189312-7,2012,0,0,448 650,0,448 650
Mikkelin Ammattikorkeakoulu Oy,2189312-7,2013,0,0,284 000,530 095,814 095
Mikkelin Ammattikorkeakoulu Oy,2189312-7,2014,0,0,0,54 121,54 121
Mikkelin Ammattikorkeakoulu Oy,2189312-7,2015,0,0,578 765,311 090,889 855
Mikkelin Hitsauspalvelu Oy,2233741-3,2019,6 200,0,0,0,6 200
Mikkelin Huoltotiimi Oy,1972269-5,2022,9 000,0,0,0,9 000
Mikkelin Jäähalli Oy,2418213-6,2022,40 000,0,0,0,40 000
MIKKELIN KAUPUNKI,0165116-3,2014,73 200,0,0,0,73 200
MIKKELIN KAUPUNKI,0165116-3,2015,138 000,0,0,0,138 000
Mikkelin kaupunki,0165116-3,2010,26 800,0,0,0,26 800
Mikkelin kaupunki,0165116-3,2011,144 000,0,0,0,144 000
Mikkelin kaupunki,0165116-3,2012,136 900,0,0,0,136 900
Mikkelin kaupunki,0165116-3,2018,8 328,0,0,0,8 328
Mikkelin kaupunki,0165116-3,2019,47 785,0,0,0,47 785
Mikkelin kaupunki,0165116-3,2021,5 394,0,0,0,5 394
MIKKELIN KESKUSBAARI OY,2162600-2,2020,10 000,0,0,0,10 000
Mikkelin Kivityö MKT Oy,2343167-1,2020,110 000,0,0,0,110 000
Mikkelin Kopiopiste Ky,2508355-1,2020,7 260,0,0,0,7 260
Mikkelin Mediaali Oy,1485883-3,2024,6 000,0,0,0,6 000
Mikkelin Nuohoustoimi Ky,0592496-6,2017,6 200,0,0,0,6 200
Mikkelin Palvelutaksit Oy,1041663-2,2020,109 360,0,0,0,109 360
Mikkelin Puhelin Oyj,1570688-2,2012,1 657 868,0,0,0,1 657 868
Mikkelin Puhelin Oyj,1570688-2,2014,753 362,0,0,0,753 362
Mikkelin Romumetalli Oy,2671667-2,2020,110 000,0,0,0,110 000
Mikkelin Tili ja Tuote Oy,1074720-4,2019,6 200,0,0,0,6 200
Mikkelin Tilitoimisto Oy,2345783-9,2020,8 500,0,0,0,8 500
Mikkelin tuomiokirkkoseurakunta,1634754-3,2021,69 539,0,0,0,69 539
Mikkelin Valokuvausliike Oy,0165019-5,2017,50 000,0,0,0,50 000
Mikkeller Bar Helsinki Oy,2986030-3,2020,10 000,0,0,0,10 000
Mikko Ahokas Consulting Oy,2662787-2,2019,56 198,0,0,0,56 198
Mikko Joona Oy,2538040-9,2022,5 000,0,0,0,5 000
Mikko Kivelä Oy,2254951-2,2020,100 000,0,0,0,100 000
Mikkonen Invest Oy,2910511-3,2023,6 000,0,0,0,6 000
Miklatech Oy,2566259-6,2013,50 000,0,0,0,50 000
Miklatech Oy,2566259-6,2015,43 000,0,0,0,43 000
Mikler Oy,2950968-7,2020,110 000,0,0,0,110 000
Miko Asennus Oy,2725411-5,2019,6 200,0,0,0,6 200
Miko Asennus Oy,2725411-5,2020,10 000,0,0,0,10 000
Miko Yhtiöt Oy,1726563-8,2016,0,140 000,0,0,140 000
Mikokit Oy,1647255-5,2020,45 840,0,0,0,45 840
Mikon Leipä Oy,0473963-8,2020,24 488,0,0,0,24 488
Mikon Putki Oy,2233411-6,2021,4 960,0,0,0,4 960
Mikon Tila Oy,2734828-5,2019,6 200,0,0,0,6 200
Mikro-Pulssi Oy,0152038-2,2018,7 665,0,0,0,7 665
Mikro-Pulssi Oy,0152038-2,2019,1 500,0,0,0,1 500
Mikro-Pulssi Oy,0152038-2,2020,100 000,0,0,0,100 000
Mikro-Pulssi Oy,0152038-2,2022,9 846,0,0,0,9 846
Mikro-Pulssi Oy,0152038-2,2024,10 170,0,0,0,10 170
MikroArt Oy,2838855-3,2020,40 000,0,0,0,40 000
Mikrobioni Oy,2331483-8,2020,38 400,0,0,0,38 400
Mikrogate Oy,0946693-1,2020,58 000,0,0,0,58 000
Mikrolinna Oy,0871820-1,2011,18 750,0,0,0,18 750
Mikrolinna Oy,0871820-1,2012,21 000,0,0,0,21 000
Mikrolinna Oy,0871820-1,2017,6 200,0,0,0,6 200
Mikromar Oy,2173025-6,2018,6 200,0,0,0,6 200
Mikronia Oy,3122861-4,2023,6 000,0,0,0,6 000
Mikronix Oy,2735163-6,2016,6 200,0,0,0,6 200
Mikronix Oy,2735163-6,2017,48 900,279 000,0,0,327 900
Mikrovirta Oy,0935048-8,2020,10 000,0,0,0,10 000
Miktech Oy,0600598-8,2011,50 000,0,0,0,50 000
Mikvet Oy,2243043-1,2020,98 800,0,0,0,98 800
Mil Miltiades Oy,2956392-3,2019,6 200,0,0,0,6 200
Mil-Safarit Oy,2403623-5,2020,80 000,0,0,0,80 000
MiLa Brew Oy,2641809-3,2020,41 000,0,0,0,41 000
Mila Pentti Oy,1731867-2,2020,10 000,0,0,0,10 000
Mila Pentti Oy,1731867-2,2022,5 000,0,0,0,5 000
Milab Oy,1761319-6,2020,100 000,0,0,0,100 000
Milacohunt Oy,2735682-4,2020,8 320,0,0,0,8 320
Milagro Cosmetics Oy,2148859-4,2020,19 168,0,0,0,19 168
Milargo Ltd Oy,0945161-7,2016,132 715,0,0,0,132 715
Milargo Ltd Oy,0945161-7,2018,2 970,0,0,0,2 970
Milargo Ltd Oy,0945161-7,2019,52 425,0,0,0,52 425
Milargo Ltd Oy,0945161-7,2020,78 000,0,0,0,78 000
Mild Interiors Oy,3248705-2,2022,5 000,0,0,0,5 000
Milectria Oy,1881532-0,2012,83 000,0,0,0,83 000
Milectria Oy,2842255-5,2020,93 120,0,0,0,93 120
Milectria Power Oy,2842096-3,2020,49 600,0,0,0,49 600
MiljART Oy,2657684-1,2020,10 000,0,0,0,10 000
Milk In Oy,0967706-9,2020,32 400,0,0,0,32 400
Milkari Oy,0792513-7,2020,10 000,0,0,0,10 000
Mill Optics Oy,2709151-2,2020,49 825,0,0,0,49 825
Milla Muurimäki Oy,2877640-9,2020,9 000,0,0,0,9 000
Milla Suominen Oy,3013276-8,2020,10 000,0,0,0,10 000
Millanoora Oy,1944907-8,2018,0,0,0,0,0
Millbrook Musiikki Oy,0113125-6,2020,90 000,0,0,0,90 000
Millenial Oy,2648019-6,2020,110 000,0,0,0,110 000
MILLERLEAN OY,1031311-5,2020,100 000,0,0,0,100 000
Millesker Oy,2918783-3,2019,6 200,0,0,0,6 200
Millidyne Oy,1108737-5,2010,33 000,0,0,0,33 000
Millidyne Oy,1108737-5,2011,98 800,0,0,0,98 800
Millidyne Oy,1108737-5,2012,37 700,0,0,0,37 700
